"","year","patch","age","numbers","biomass","ssb","numbers_caught","profits","effort","f","mpa","cell_no","juve_ad_hab","hab_qual","price","cost","ssb_at_age","weight_at_age","patch_age_costs","biomass_caught"
"160",2,11,9,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.960211071567537,0.960211071567537,0,NA
"161",2,11,10,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.10599798433761,1.10599798433761,0,NA
"162",2,11,11,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.24418665849328,1.24418665849328,0,NA
"163",2,11,12,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.37340372328145,1.37340372328145,0,NA
"164",2,11,13,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.49291256948273,1.49291256948273,0,NA
"165",2,11,14,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.60245561325628,1.60245561325628,0,NA
"166",2,12,0,1097.2933,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,1.0399570668672e-56,1.46946568394243e-05,0,NA
"167",2,12,1,843.856925474017,8.46094692633937,3.67122449382713e-38,NA,NA,0,0,FALSE,1332,1,0,14500,50,4.35052955424274e-41,0.0100265183242842,0,NA
"168",2,12,2,648.955489539999,33.0870975995953,8.80210719939909e-25,NA,NA,0,0,FALSE,1332,1,0,14500,50,1.35634991016692e-27,0.0509851571223298,0,NA
"169",2,12,3,499.069468639524,63.2506348368398,1.03164167825368e-11,NA,NA,0,0,FALSE,1332,1,0,14500,50,2.06713041586366e-14,0.126737135431792,0,NA
"170",2,12,4,383.801876311557,89.2745521819948,44.6372760909974,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.116302912638089,0.232605825276177,0,NA
"171",2,12,5,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.361091878813932,0.361091878813991,0,NA
"172",2,12,6,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.50441186701503,0.50441186701503,0,NA
"173",2,12,7,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.655619579217595,0.655619579217595,0,NA
"174",2,12,8,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.809017305123022,0.809017305123022,0,NA
"175",2,12,9,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,0.960211071567537,0.960211071567537,0,NA
"176",2,12,10,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,1.10599798433761,1.10599798433761,0,NA
"177",2,12,11,0,0,0,NA,NA,0,0,FALSE,1332,1,0,14500,50,1.24418665849328,1.24418665849328,0,NA
